"no","tahun","pemda","provinsi","wilayah","disclaimer","special_row","400_a","400_r","400_p","410_a","410_r","410_p","411_a","411_r","411_p","412_a","412_r","412_p","413_a","413_r","413_p","414_a","414_r","414_p","420_a","420_r","420_p","421_a","421_r","421_p","422_a","422_r","422_p","423_a","423_r","423_p","430_a","430_r","430_p","431_a","431_r","431_p","432_a","432_r","432_p","433_a","433_r","433_p","434_a","434_r","434_p","435_a","435_r","435_p","436_a","436_r","436_p","439_a","439_r","439_p","500_a","500_r","500_p","510_a","510_r","510_p","511_a","511_r","511_p","512_a","512_r","512_p","513_a","513_r","513_p","514_a","514_r","514_p","515_a","515_r","515_p","516_a","516_r","516_p","517_a","517_r","517_p","518_a","518_r","518_p","519_a","519_r","519_p","520_a","520_r","520_p","521_a","521_r","521_p","522_a","522_r","522_p","523_a","523_r","523_p","600_a","600_r","600_p","610_a","610_r","610_p","611_a","611_r","611_p","612_a","612_r","612_p","613_a","613_r","613_p","614_a","614_r","614_p","615_a","615_r","615_p","616_a","616_r","616_p","617_a","617_r","617_p","619_a","619_r","619_p","620_a","620_r","620_p","621_a","621_r","621_p","622_a","622_r","622_p","623_a","623_r","623_p","624_a","624_r","624_p","625_a","625_r","625_p","626_a","626_r","626_p","629_a","629_r","629_p"
"507","2019","07","26","Kab. Paniai","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1187112073457","1104950432348","93,08 %","18534790664","22771599329","122,86 %","155925600","478734826","307,03 %","156302000","534375455","341,89 %","0","1065538482","-","18222563064","20692950566","113,56 %","836213915000","784478546950","93,81 %","40165555000","36600144604","91,12 %","604526879000","602676189000","99,69 %","191521481000","145202213346","75,82 %","332363367793","297700286069","89,57 %","8566000000","19520018987","227,88 %","0","0","-","12253233793","14741093995","120,30 %","311544134000","260174164337","83,51 %","0","3265008750","-","0","0","-","0","0","-","1186112073457","1041023986686","87,77 %","632573799260","558229277710","88,25 %","323104797484","243366956684","75,32 %","0","0","-","7100000000","0","0,00 %","22444585240","32389200000","144,31 %","19268246770","25422319300","131,94 %","0","0","-","259656169766","257050801726","99,00 %","1000000000","0","0,00 %","0","0","-","553538274197","482794708976","87,22 %","60031730824","1528422500","2,55 %","309062040616","335329731190","108,50 %","184444502757","145936555286","79,12 %","-1000000000","163623604688","-16.362,36 %","0","164623604688","-","0","164623604688","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1000000000","1000000000","100,00 %","0","0","-","1000000000","1000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"508","2019","05","26","Kab. Mimika","Realisasi APBD 2019 (per 21 Oktober 2020)","False","3100000000000","3035206043210","97,91 %","523177885629","310708662344","59,39 %","167085000000","201734599737","120,74 %","19089381000","13236990313","69,34 %","5000000000","4419392851","88,39 %","332003504629","91317679443","27,51 %","2207687961328","2121237593385","96,08 %","1380427276328","1307311972936","94,70 %","634127031000","626831031000","98,85 %","193133654000","187094589449","96,87 %","369134153043","603259787481","163,43 %","0","0","-","0","0","-","47681690043","276741447518","580,39 %","247669150000","175158031963","70,72 %","73783313000","151360308000","205,14 %","0","0","-","0","0","-","3099000000000","2910252929684","93,91 %","937943821957","1054161601736","112,39 %","583462085701","604566451600","103,62 %","0","0","-","0","0","-","102006646598","140554640365","137,79 %","7932415400","29509472000","372,01 %","0","0","-","227542674258","270176949671","118,74 %","17000000000","9354088100","55,02 %","0","0","-","2161056178043","1856091327948","85,89 %","171279927710","2707691000","1,58 %","789135580590","1033045346601","130,91 %","1200640669743","820338290347","68,33 %","-1000000000","230798233223","-23.079,82 %","0","230798233223","-","0","230798233223","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1000000000","0","0,00 %","0","0","-","1000000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"509","2019","17","26","Kab. Mappi","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1441165736197","1391883310634","96,58 %","16831850117","30758734980","182,74 %","1730039597","3123302269","180,53 %","2015971008","2067784050","102,57 %","1000000000","1711101211","171,11 %","12085839512","23856547450","197,39 %","1055519878000","1039815100897","98,51 %","38243676000","31070098614","81,24 %","797771779000","797771779000","100,00 %","219504423000","210973223283","96,11 %","368814008080","321309474757","87,12 %","0","13338000000","-","0","0","-","8943557080","15363136326","171,78 %","309870451000","242608338431","78,29 %","50000000000","50000000000","100,00 %","0","0","-","0","0","-","1444827926507","1412503920561","97,76 %","616058410088","592500856963","96,18 %","280188169036","256451631629","91,53 %","0","0","-","0","0","-","48212090000","23666690000","49,09 %","13492605242","21191342400","157,06 %","0","0","-","268665545810","283991192934","105,70 %","5500000000","7200000000","130,91 %","0","0","-","828769516419","820003063598","98,94 %","157162799218","146667089194","93,32 %","340777614465","336545032564","98,76 %","330829102736","336790941840","101,80 %","3662190310","127823506585","3.490,36 %","6162190310","130323506585","2.114,89 %","6162190310","130323506585","2.114,89 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2500000000","2500000000","100,00 %","0","0","-","2500000000","2500000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"510","2019","18","26","Kab. Asmat","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1733155793439","1482310093815","85,53 %","210207034054","31370871537","14,92 %","1016094300","3549886487","349,37 %","7346027000","7675863597","104,49 %","9000000000","2476657013","27,52 %","192844912754","17668464440","9,16 %","1101689643000","1058910530405","96,12 %","37770788000","30570519075","80,94 %","913225697000","914873377000","100,18 %","150693158000","113466634330","75,30 %","421259116385","392028691873","93,06 %","16519846921","19272671326","116,66 %","0","0","-","8034299840","13855395018","172,45 %","352646849624","308900625529","87,59 %","44058120000","50000000000","113,49 %","0","0","-","0","0","-","1733155793439","1594588201621","92,00 %","780593849971","747032015950","95,70 %","371336656843","292805401820","78,85 %","0","0","-","2800000000","3030640000","108,24 %","27000000000","31556146000","116,87 %","36000000000","49524694490","137,57 %","0","0","-","342957193128","369020774640","107,60 %","500000000","1094359000","218,87 %","0","0","-","952561943468","847556185671","88,98 %","132144322100","122987995900","93,07 %","507362425667","470890997572","92,81 %","313055195701","253677192199","81,03 %","0","218631915958","-","0","219631915958","-","0","219631915958","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1000000000","-","0","0","-","0","1000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"511","2019","16","26","Kab. Boven Digoel","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1396237791713","1343962693632","96,26 %","28481254000","33656960384","118,17 %","3780300000","6030253291","159,52 %","2796350000","3151594907","112,70 %","1614000000","1255655506","77,80 %","20290604000","23219456680","114,43 %","1097753401000","1080661548042","98,44 %","46257184000","45043935357","97,38 %","848397640000","848397640000","100,00 %","203098577000","187219972685","92,18 %","270003136713","229644185206","85,05 %","7126610310","14642947598","205,47 %","0","0","-","6195724403","18812395341","303,64 %","236663389000","196188842267","82,90 %","20017413000","0","0,00 %","0","0","-","0","0","-","1400675289713","1418886255318","101,30 %","581525832873","507524081887","87,27 %","270143630484","217367219770","80,46 %","0","0","-","0","0","-","23627214989","23641840110","100,06 %","19200000000","15673591000","81,63 %","0","0","-","267554987400","250841431007","93,75 %","1000000000","0","0,00 %","0","0","-","819149456840","911362173431","111,26 %","72852553992","2086337600","2,86 %","449755381278","513522721407","114,18 %","296541521570","395753114424","133,46 %","4437498000","194313456145","4.378,90 %","17437498000","207313456145","1.188,89 %","17437498000","207313456145","1.188,89 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","13000000000","13000000000","100,00 %","0","0","-","13000000000","13000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"512","2019","11","26","Kab. Sarmi","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1136344241160","1079149951301","94,97 %","9470000000","15789221790","166,73 %","3625000000","3199813246","88,27 %","845000000","483065001","57,17 %","2500000000","2927830965","117,11 %","2500000000","9178512578","367,14 %","913436218000","895604604327","98,05 %","46973125000","41043302084","87,38 %","726772701000","724388701000","99,67 %","139690392000","130172601243","93,19 %","213438023160","167756125184","78,60 %","0","10481869813","-","0","0","-","5866178770","13843683779","235,99 %","197903472000","143430571592","72,48 %","9668372390","0","0,00 %","0","0","-","0","0","-","1126344241159","1028862146780","91,35 %","424003397487","391718052750","92,39 %","212162451584","187223854614","88,25 %","0","0","-","0","0","-","24550000000","24879335000","101,34 %","23621200000","18250864885","77,26 %","0","0","-","161669745903","159363998251","98,57 %","2000000000","2000000000","100,00 %","0","0","-","702340843672","637144094030","90,72 %","104042995164","94393167078","90,73 %","380362213588","369945194778","97,26 %","217935634920","172805732174","79,29 %","-10000000000","93490723588","-934,91 %","0","103490723588","-","0","103490723588","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","10000000000","10000000000","100,00 %","0","0","-","10000000000","10000000000","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"513","2019","12","26","Kab. Keerom","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1257013615131","1057914124307","84,16 %","18726200000","26382782890","140,89 %","5450000000","8589480945","157,61 %","2345000000","1371547700","58,49 %","2000000000","1471571040","73,58 %","8931200000","14950183205","167,39 %","916967306000","886333970705","96,66 %","41852623000","44781891696","107,00 %","556660641000","556660641000","100,00 %","318454042000","284891438009","89,46 %","321320109131","145197370712","45,19 %","109000000000","0","0,00 %","0","0","-","7195601131","16723649206","232,41 %","94899955000","128473721506","135,38 %","10765885000","0","0,00 %","99458668000","0","0,00 %","0","0","-","1251735553774","1051803278491","84,03 %","538268555924","567688143170","105,47 %","341492676524","277843234926","81,36 %","10000000000","16320833357","163,21 %","0","0","-","12700000000","69173520500","544,67 %","5000000000","36322800000","726,46 %","0","0","-","168075879400","167050329387","99,39 %","1000000000","977425000","97,74 %","0","0","-","713466997850","484115135321","67,85 %","42023239432","2728246808","6,49 %","268511812175","223620345089","83,28 %","402931946243","257766543424","63,97 %","-5278061357","-2870477341","54,39 %","94721938643","72129522659","76,15 %","94721938643","72129522659","76,15 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","100000000000","75000000000","75,00 %","0","0","-","0","75000000000","-","100000000000","0","0,00 %","0","0","-","0","0","-","0","0","-","0","0","-"
"514","2019","15","26","Kab. Tolikara","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1607465422759","1501479338556","93,41 %","2125000000","9430002510","443,76 %","0","0","-","0","0","-","0","2197601124","-","2125000000","7232401386","340,35 %","1004488293000","996091842338","99,16 %","38336686000","37013044967","96,55 %","752192457000","751424457000","99,90 %","213959150000","207654340371","97,05 %","600852129759","495957493708","82,54 %","0","0","-","0","0","-","9247735159","11685604041","126,36 %","121144049000","484271889667","399,75 %","45000000000","0","0,00 %","425460345600","0","0,00 %","0","0","-","1882705819421","1699477896613","90,27 %","981607964197","952288766043","97,01 %","250815843597","234833848193","93,63 %","0","0","-","10000000000","10000000000","100,00 %","30750000000","33500000000","108,94 %","15367000000","13367000000","86,99 %","0","0","-","667175120600","652756357400","97,84 %","7500000000","7831560450","104,42 %","0","0","-","901097855224","747189130570","82,92 %","96065790450","2275660000","2,37 %","361743385891","431733791288","119,35 %","443288678883","313179679282","70,65 %","275240396662","284078511362","103,21 %","284682253602","284682253602","100,00 %","284682253602","284682253602","100,00 %","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","9441856940","603742240","6,39 %","0","0","-","0","0","-","9441856940","603742240","6,39 %","0","0","-","0","0","-","0","0","-","0","0","-"
"515","2019","14","26","Kab. Pegunungan Bintang","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1656771686054","1551460114363","93,64 %","22432429921","20646056389","92,04 %","266000000","259444536","97,54 %","3595550000","1013875500","28,20 %","5930522534","3139018772","52,93 %","12640357387","16233717581","128,43 %","1217962699000","1203160922937","98,78 %","41077258000","38212566419","93,03 %","868136050000","867599189047","99,94 %","308749391000","297349167471","96,31 %","416376557133","327653135037","78,69 %","0","51192","-","0","0","-","6217077633","11780822605","189,49 %","367756732000","315872261240","85,89 %","39076370000","0","0,00 %","3326377500","0","0,00 %","0","0","-","1645334204804","1572866714416","95,60 %","764748855645","754452457501","98,65 %","351520734045","304275915303","86,56 %","0","0","-","3700000000","9499200000","256,74 %","23100000000","42189632158","182,64 %","12253000000","24262799278","198,02 %","0","0","-","371175121600","369864910762","99,65 %","3000000000","4360000000","145,33 %","0","0","-","880585349159","818414256915","92,94 %","67963891700","1474800000","2,17 %","497334890161","508321245207","102,21 %","315286567298","308618211708","97,88 %","-11437481250","129519515655","-1.132,41 %","0","149299095655","-","0","149299095655","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","11437481250","19779580000","172,94 %","0","0","-","0","2500000000","-","11437481250","17279580000","151,08 %","0","0","-","0","0","-","0","0","-","0","0","-"
"516","2019","19","26","Kab. Waropen","Realisasi APBD 2019 (per 21 Oktober 2020)","False","1056609740755","918190378055","86,90 %","33340000000","3324844159","9,97 %","560000000","370994848","66,25 %","450000000","0","0,00 %","0","1518632323","-","32330000000","1435216988","4,44 %","803997519289","754271305156","93,82 %","37899596000","34198182156","90,23 %","582573175000","564573175000","96,91 %","183524748289","155499948000","84,73 %","219272221466","160594228740","73,24 %","0","0","-","0","0","-","0","13658194091","-","100808611000","146799802624","145,62 %","4543873466","0","0,00 %","113919737000","0","0,00 %","0","136232025","-","1041943067900","828552141537","79,52 %","514832682997","530124665728","102,97 %","251930363650","245257122888","97,35 %","8726851846","0","0,00 %","7500000000","12500000000","166,67 %","23520000000","56523750000","240,32 %","44823516660","47392214500","105,73 %","0","0","-","176331950841","168451578340","95,53 %","2000000000","0","0,00 %","0","0","-","527110384903","298427475809","56,62 %","40935151152","0","0,00 %","209944333922","135376531127","64,48 %","276230899829","163050944682","59,03 %","-14666672855","28373025368","-193,45 %","16947500000","104731220066","617,97 %","16947500000","4731220066","27,92 %","0","0","-","0","0","-","0","100000000000","-","0","0","-","0","0","-","0","0","-","0","0","-","31614172855","76358194698","241,53 %","0","0","-","3000000000","3000000000","100,00 %","28614172855","73358194698","256,37 %","0","0","-","0","0","-","0","0","-","0","0","-"
